id,total_len,nb_groups,len_groups,max_len_group
7134_GillSansNova-LightItalic_fs_50_D_Layer 2,11,2,"[6, 5]",6
7134_RockwellStd-BoldItalic_fs_50_D_Layer 2,14,2,"[9, 5]",9
7136_GillSansNova-LightItalic_fs_50_F_Layer 2,10,1,[10],10
7135_GillSansNova-LightItalic_fs_50_E_Layer 2,13,1,[13],13
7135_RockwellStd-BoldItalic_fs_50_E_Layer 2,21,1,[21],21
7137_GillSansNova-LightItalic_fs_50_G_Layer 2,13,1,[13],13
7136_RockwellStd-BoldItalic_fs_50_F_Layer 2,19,1,[19],19
7138_GillSansNova-LightItalic_fs_50_H_Layer 2,16,1,[16],16
7137_RockwellStd-BoldItalic_fs_50_G_Layer 2,15,1,[15],15
7138_RockwellStd-BoldItalic_fs_50_H_Layer 2,29,1,[29],29
7139_GillSansNova-LightItalic_fs_50_I_Layer 2,6,1,[6],6
7139_RockwellStd-BoldItalic_fs_50_I_Layer 2,12,1,[12],12
713_AGaramondPro-SemiboldItalic_fs_50_e_Layer 2,12,2,"[9, 3]",9
713_Arial Black_fs_50_e_Layer 2,12,2,"[8, 4]",8
7140_GillSansNova-LightItalic_fs_50_J_Layer 2,10,1,[10],10
7140_RockwellStd-BoldItalic_fs_50_J_Layer 2,13,1,[13],13
7141_GillSansNova-LightItalic_fs_50_K_Layer 2,16,1,[16],16
7142_RockwellStd-BoldItalic_fs_50_L_Layer 2,15,1,[15],15
7142_GillSansNova-LightItalic_fs_50_L_Layer 2,7,1,[7],7
7143_GillSansNova-LightItalic_fs_50_M_Layer 2,13,1,[13],13
7141_RockwellStd-BoldItalic_fs_50_K_Layer 2,27,2,"[15, 12]",15
7144_GillSansNova-LightItalic_fs_50_N_Layer 2,12,1,[12],12
7143_RockwellStd-BoldItalic_fs_50_M_Layer 2,28,1,[28],28
7144_RockwellStd-BoldItalic_fs_50_N_Layer 2,24,1,[24],24
7145_GillSansNova-LightItalic_fs_50_O_Layer 2,14,2,"[7, 7]",7
7146_GillSansNova-LightItalic_fs_50_P_Layer 2,12,2,"[7, 5]",7
7145_RockwellStd-BoldItalic_fs_50_O_Layer 2,12,2,"[5, 7]",7
7147_GillSansNova-LightItalic_fs_50_Q_Layer 2,20,2,"[13, 7]",13
7146_RockwellStd-BoldItalic_fs_50_P_Layer 2,19,2,"[15, 4]",15
7147_RockwellStd-BoldItalic_fs_50_Q_Layer 2,19,2,"[12, 7]",12
7148_RockwellStd-BoldItalic_fs_50_R_Layer 2,24,2,"[19, 5]",19
7148_GillSansNova-LightItalic_fs_50_R_Layer 2,17,2,"[12, 5]",12
7149_GillSansNova-LightItalic_fs_50_S_Layer 2,16,1,[16],16
7149_RockwellStd-BoldItalic_fs_50_S_Layer 2,21,1,[21],21
714_AGaramondPro-SemiboldItalic_fs_50_f_Layer 2,22,1,[22],22
7150_GillSansNova-LightItalic_fs_50_T_Layer 2,10,1,[10],10
714_Arial Black_fs_50_f_Layer 2,13,1,[13],13
7150_RockwellStd-BoldItalic_fs_50_T_Layer 2,17,1,[17],17
7152_GillSansNova-LightItalic_fs_50_V_Layer 2,10,1,[10],10
7151_GillSansNova-LightItalic_fs_50_U_Layer 2,14,1,[14],14
7151_RockwellStd-BoldItalic_fs_50_U_Layer 2,19,1,[19],19
7152_RockwellStd-BoldItalic_fs_50_V_Layer 2,17,1,[17],17
7153_RockwellStd-BoldItalic_fs_50_W_Layer 2,29,1,[29],29
7153_GillSansNova-LightItalic_fs_50_W_Layer 2,15,1,[15],15
7154_GillSansNova-LightItalic_fs_50_X_Layer 2,14,1,[14],14
7154_RockwellStd-BoldItalic_fs_50_X_Layer 2,23,1,[23],23
7155_GillSansNova-LightItalic_fs_50_Y_Layer 2,12,1,[12],12
7156_GillSansNova-LightItalic_fs_50_Z_Layer 2,9,1,[9],9
7155_RockwellStd-BoldItalic_fs_50_Y_Layer 2,19,1,[19],19
7156_RockwellStd-BoldItalic_fs_50_Z_Layer 2,17,1,[17],17
7157_RockwellStd-BoldItalic_fs_50_a_Layer 2,20,2,"[15, 5]",15
7157_GillSansNova-LightItalic_fs_50_a_Layer 2,11,2,"[6, 5]",6
7158_GillSansNova-LightItalic_fs_50_b_Layer 2,12,2,"[7, 5]",7
7158_RockwellStd-BoldItalic_fs_50_b_Layer 2,20,2,"[13, 7]",13
7159_RockwellStd-BoldItalic_fs_50_c_Layer 2,12,1,[12],12
7159_GillSansNova-LightItalic_fs_50_c_Layer 2,8,1,[8],8
715_Arial Black_fs_50_g_Layer 2,17,2,"[12, 5]",12
715_AGaramondPro-SemiboldItalic_fs_50_g_Layer 2,24,3,"[15, 3, 6]",15
7160_GillSansNova-LightItalic_fs_50_d_Layer 2,13,2,"[8, 5]",8
7161_GillSansNova-LightItalic_fs_50_e_Layer 2,11,2,"[7, 4]",7
7160_RockwellStd-BoldItalic_fs_50_d_Layer 2,20,2,"[13, 7]",13
7162_GillSansNova-LightItalic_fs_50_f_Layer 2,13,1,[13],13
7161_RockwellStd-BoldItalic_fs_50_e_Layer 2,14,2,"[10, 4]",10
7162_RockwellStd-BoldItalic_fs_50_f_Layer 2,15,1,[15],15
7163_GillSansNova-LightItalic_fs_50_g_Layer 2,26,2,"[21, 5]",21
7164_RockwellStd-BoldItalic_fs_50_h_Layer 2,18,1,[18],18
7164_GillSansNova-LightItalic_fs_50_h_Layer 2,14,1,[14],14
7165_GillSansNova-LightItalic_fs_50_i_Layer 2,4,1,[4],4
7163_RockwellStd-BoldItalic_fs_50_g_Layer 2,21,2,"[16, 5]",16
7166_GillSansNova-LightItalic_fs_50_j_Layer 2,7,1,[7],7
7165_RockwellStd-BoldItalic_fs_50_i_Layer 2,15,2,"[5, 10]",10
7167_GillSansNova-LightItalic_fs_50_k_Layer 2,13,1,[13],13
7166_RockwellStd-BoldItalic_fs_50_j_Layer 2,14,2,"[5, 9]",9
7168_GillSansNova-LightItalic_fs_50_l_Layer 2,4,1,[4],4
7167_RockwellStd-BoldItalic_fs_50_k_Layer 2,20,1,[20],20
7168_RockwellStd-BoldItalic_fs_50_l_Layer 2,10,1,[10],10
7169_GillSansNova-LightItalic_fs_50_m_Layer 2,24,2,"[18, 6]",18
7169_RockwellStd-BoldItalic_fs_50_m_Layer 2,25,1,[25],25
716_AGaramondPro-SemiboldItalic_fs_50_h_Layer 2,17,1,[17],17
716_Arial Black_fs_50_h_Layer 2,15,1,[15],15
7170_GillSansNova-LightItalic_fs_50_n_Layer 2,13,1,[13],13
7170_RockwellStd-BoldItalic_fs_50_n_Layer 2,18,1,[18],18
7171_GillSansNova-LightItalic_fs_50_o_Layer 2,13,2,"[7, 6]",7
7172_GillSansNova-LightItalic_fs_50_p_Layer 2,18,2,"[12, 6]",12
7171_RockwellStd-BoldItalic_fs_50_o_Layer 2,12,2,"[5, 7]",7
7172_RockwellStd-BoldItalic_fs_50_p_Layer 2,21,2,"[14, 7]",14
7173_RockwellStd-BoldItalic_fs_50_q_Layer 2,23,2,"[16, 7]",16
7173_GillSansNova-LightItalic_fs_50_q_Layer 2,14,2,"[8, 6]",8
7174_RockwellStd-BoldItalic_fs_50_r_Layer 2,15,1,[15],15
7174_GillSansNova-LightItalic_fs_50_r_Layer 2,7,1,[7],7
7175_GillSansNova-LightItalic_fs_50_s_Layer 2,16,1,[16],16
7175_RockwellStd-BoldItalic_fs_50_s_Layer 2,19,1,[19],19
7176_GillSansNova-LightItalic_fs_50_t_Layer 2,14,1,[14],14
7176_RockwellStd-BoldItalic_fs_50_t_Layer 2,15,1,[15],15
7177_GillSansNova-LightItalic_fs_50_u_Layer 2,19,2,"[7, 12]",12
7178_GillSansNova-LightItalic_fs_50_v_Layer 2,8,1,[8],8
7178_RockwellStd-BoldItalic_fs_50_v_Layer 2,16,1,[16],16
7177_RockwellStd-BoldItalic_fs_50_u_Layer 2,19,1,[19],19
7179_GillSansNova-LightItalic_fs_50_w_Layer 2,15,1,[15],15
7179_RockwellStd-BoldItalic_fs_50_w_Layer 2,19,1,[19],19
717_Arial Black_fs_50_i_Layer 2,10,2,"[5, 5]",5
7180_RockwellStd-BoldItalic_fs_50_x_Layer 2,16,1,[16],16
7180_GillSansNova-LightItalic_fs_50_x_Layer 2,12,1,[12],12
717_AGaramondPro-SemiboldItalic_fs_50_i_Layer 2,13,2,"[5, 8]",8
7182_GillSansNova-LightItalic_fs_50_z_Layer 2,9,1,[9],9
7181_RockwellStd-BoldItalic_fs_50_y_Layer 2,17,1,[17],17
7181_GillSansNova-LightItalic_fs_50_y_Layer 2,9,1,[9],9
7182_RockwellStd-BoldItalic_fs_50_z_Layer 2,13,1,[13],13
7183_GillSansNova-LightItalic_fs_50_0_Layer 2,20,2,"[11, 9]",11
7184_GillSansNova-LightItalic_fs_50_1_Layer 2,9,1,[9],9
7183_RockwellStd-BoldItalic_fs_50_0_Layer 2,18,2,"[8, 10]",10
7184_RockwellStd-BoldItalic_fs_50_1_Layer 2,11,1,[11],11
7185_GillSansNova-LightItalic_fs_50_2_Layer 2,14,1,[14],14
7186_RockwellStd-BoldItalic_fs_50_3_Layer 2,18,1,[18],18
7185_RockwellStd-BoldItalic_fs_50_2_Layer 2,19,1,[19],19
7186_GillSansNova-LightItalic_fs_50_3_Layer 2,14,1,[14],14
7187_GillSansNova-LightItalic_fs_50_4_Layer 2,17,2,"[12, 5]",12
7187_RockwellStd-BoldItalic_fs_50_4_Layer 2,18,2,"[13, 5]",13
7188_GillSansNova-LightItalic_fs_50_5_Layer 2,14,1,[14],14
7188_RockwellStd-BoldItalic_fs_50_5_Layer 2,20,1,[20],20
7189_GillSansNova-LightItalic_fs_50_6_Layer 2,15,2,"[10, 5]",10
7189_RockwellStd-BoldItalic_fs_50_6_Layer 2,19,2,"[13, 6]",13
718_AGaramondPro-SemiboldItalic_fs_50_j_Layer 2,15,2,"[5, 10]",10
7190_GillSansNova-LightItalic_fs_50_7_Layer 2,5,1,[5],5
718_Arial Black_fs_50_j_Layer 2,15,2,"[5, 10]",10
7190_RockwellStd-BoldItalic_fs_50_7_Layer 2,14,1,[14],14
7191_GillSansNova-LightItalic_fs_50_8_Layer 2,18,3,"[5, 8, 5]",8
7191_RockwellStd-BoldItalic_fs_50_8_Layer 2,20,3,"[8, 7, 5]",8
7192_GillSansNova-LightItalic_fs_50_9_Layer 2,17,2,"[10, 7]",10
7192_RockwellStd-BoldItalic_fs_50_9_Layer 2,20,2,"[15, 5]",15
7193_GillSansNova-Medium_fs_50_A_Layer 2,15,2,"[11, 4]",11
7193_RockwellStd-Condensed_fs_50_A_Layer 2,20,2,"[17, 3]",17
7195_GillSansNova-Medium_fs_50_C_Layer 2,10,1,[10],10
7194_RockwellStd-Condensed_fs_50_B_Layer 2,20,3,"[12, 4, 4]",12
7194_GillSansNova-Medium_fs_50_B_Layer 2,19,3,"[8, 5, 6]",8
7195_RockwellStd-Condensed_fs_50_C_Layer 2,19,1,[19],19
7196_GillSansNova-Medium_fs_50_D_Layer 2,12,2,"[6, 6]",6
7196_RockwellStd-Condensed_fs_50_D_Layer 2,16,2,"[10, 6]",10
7197_RockwellStd-Condensed_fs_50_E_Layer 2,20,1,[20],20
7197_GillSansNova-Medium_fs_50_E_Layer 2,13,1,[13],13
7198_RockwellStd-Condensed_fs_50_F_Layer 2,18,1,[18],18
7199_GillSansNova-Medium_fs_50_G_Layer 2,15,1,[15],15
7198_GillSansNova-Medium_fs_50_F_Layer 2,11,1,[11],11
7199_RockwellStd-Condensed_fs_50_G_Layer 2,15,1,[15],15
71_ACaslonPro-BoldItalic_fs_50_I_Layer 2,14,1,[14],14
719_Arial Black_fs_50_k_Layer 2,12,1,[12],12
71_AntiqueOli-Lig_fs_50_I_Layer 2,7,1,[7],7
719_AGaramondPro-SemiboldItalic_fs_50_k_Layer 2,21,2,"[18, 3]",18
7200_GillSansNova-Medium_fs_50_H_Layer 2,13,1,[13],13
7200_RockwellStd-Condensed_fs_50_H_Layer 2,21,1,[21],21
7201_RockwellStd-Condensed_fs_50_I_Layer 2,13,1,[13],13
7201_GillSansNova-Medium_fs_50_I_Layer 2,5,1,[5],5
7202_RockwellStd-Condensed_fs_50_J_Layer 2,11,1,[11],11
7202_GillSansNova-Medium_fs_50_J_Layer 2,10,1,[10],10
7203_RockwellStd-Condensed_fs_50_K_Layer 2,20,2,"[9, 11]",11
7203_GillSansNova-Medium_fs_50_K_Layer 2,13,1,[13],13
7204_RockwellStd-Condensed_fs_50_L_Layer 2,15,1,[15],15
7204_GillSansNova-Medium_fs_50_L_Layer 2,7,1,[7],7
7205_GillSansNova-Medium_fs_50_M_Layer 2,15,1,[15],15
7205_RockwellStd-Condensed_fs_50_M_Layer 2,27,1,[27],27
7206_GillSansNova-Medium_fs_50_N_Layer 2,13,1,[13],13
7206_RockwellStd-Condensed_fs_50_N_Layer 2,20,1,[20],20
7207_GillSansNova-Medium_fs_50_O_Layer 2,10,2,"[5, 5]",5
7207_RockwellStd-Condensed_fs_50_O_Layer 2,11,2,"[8, 3]",8
7208_GillSansNova-Medium_fs_50_P_Layer 2,13,2,"[8, 5]",8
7208_RockwellStd-Condensed_fs_50_P_Layer 2,18,2,"[14, 4]",14
7209_RockwellStd-Condensed_fs_50_Q_Layer 2,16,2,"[11, 5]",11
720_AGaramondPro-SemiboldItalic_fs_50_l_Layer 2,10,1,[10],10
7209_GillSansNova-Medium_fs_50_Q_Layer 2,16,2,"[11, 5]",11
720_Arial Black_fs_50_l_Layer 2,5,1,[5],5
7210_GillSansNova-Medium_fs_50_R_Layer 2,16,2,"[11, 5]",11
7211_GillSansNova-Medium_fs_50_S_Layer 2,17,1,[17],17
7210_RockwellStd-Condensed_fs_50_R_Layer 2,20,2,"[16, 4]",16
7211_RockwellStd-Condensed_fs_50_S_Layer 2,22,1,[22],22
7212_GillSansNova-Medium_fs_50_T_Layer 2,9,1,[9],9
7212_RockwellStd-Condensed_fs_50_T_Layer 2,17,1,[17],17
7213_GillSansNova-Medium_fs_50_U_Layer 2,14,1,[14],14
7214_RockwellStd-Condensed_fs_50_V_Layer 2,15,1,[15],15
7215_GillSansNova-Medium_fs_50_W_Layer 2,15,1,[15],15
7213_RockwellStd-Condensed_fs_50_U_Layer 2,19,1,[19],19
7214_GillSansNova-Medium_fs_50_V_Layer 2,8,1,[8],8
7215_RockwellStd-Condensed_fs_50_W_Layer 2,20,1,[20],20
7217_GillSansNova-Medium_fs_50_Y_Layer 2,12,1,[12],12
7216_GillSansNova-Medium_fs_50_X_Layer 2,13,1,[13],13
7216_RockwellStd-Condensed_fs_50_X_Layer 2,19,1,[19],19
7217_RockwellStd-Condensed_fs_50_Y_Layer 2,16,1,[16],16
7218_GillSansNova-Medium_fs_50_Z_Layer 2,9,1,[9],9
7219_GillSansNova-Medium_fs_50_a_Layer 2,17,2,"[11, 6]",11
7218_RockwellStd-Condensed_fs_50_Z_Layer 2,14,1,[14],14
7219_RockwellStd-Condensed_fs_50_a_Layer 2,20,2,"[15, 5]",15
721_AGaramondPro-SemiboldItalic_fs_50_m_Layer 2,27,1,[27],27
721_Arial Black_fs_50_m_Layer 2,20,1,[20],20
7221_RockwellStd-Condensed_fs_50_c_Layer 2,15,1,[15],15
7220_RockwellStd-Condensed_fs_50_b_Layer 2,15,2,"[11, 4]",11
7220_GillSansNova-Medium_fs_50_b_Layer 2,12,2,"[7, 5]",7
7221_GillSansNova-Medium_fs_50_c_Layer 2,9,1,[9],9
7222_GillSansNova-Medium_fs_50_d_Layer 2,13,2,"[8, 5]",8
7222_RockwellStd-Condensed_fs_50_d_Layer 2,17,2,"[13, 4]",13
7223_RockwellStd-Condensed_fs_50_e_Layer 2,15,2,"[11, 4]",11
7223_GillSansNova-Medium_fs_50_e_Layer 2,12,2,"[8, 4]",8
7224_RockwellStd-Condensed_fs_50_f_Layer 2,14,1,[14],14
7224_GillSansNova-Medium_fs_50_f_Layer 2,12,1,[12],12
7225_RockwellStd-Condensed_fs_50_g_Layer 2,18,2,"[12, 6]",12
7226_RockwellStd-Condensed_fs_50_h_Layer 2,15,1,[15],15
7225_GillSansNova-Medium_fs_50_g_Layer 2,23,3,"[14, 5, 4]",14
7226_GillSansNova-Medium_fs_50_h_Layer 2,14,1,[14],14
7227_GillSansNova-Medium_fs_50_i_Layer 2,10,2,"[5, 5]",5
7228_GillSansNova-Medium_fs_50_j_Layer 2,14,2,"[5, 9]",9
7227_RockwellStd-Condensed_fs_50_i_Layer 2,10,2,"[5, 5]",5
7228_RockwellStd-Condensed_fs_50_j_Layer 2,15,2,"[5, 10]",10
7229_RockwellStd-Condensed_fs_50_k_Layer 2,17,1,[17],17
7229_GillSansNova-Medium_fs_50_k_Layer 2,11,1,[11],11
722_AGaramondPro-SemiboldItalic_fs_50_n_Layer 2,17,1,[17],17
7230_RockwellStd-Condensed_fs_50_l_Layer 2,9,1,[9],9
722_Arial Black_fs_50_n_Layer 2,16,1,[16],16
7231_GillSansNova-Medium_fs_50_m_Layer 2,21,1,[21],21
7230_GillSansNova-Medium_fs_50_l_Layer 2,5,1,[5],5
7231_RockwellStd-Condensed_fs_50_m_Layer 2,18,1,[18],18
7232_GillSansNova-Medium_fs_50_n_Layer 2,13,1,[13],13
7233_GillSansNova-Medium_fs_50_o_Layer 2,10,2,"[5, 5]",5
7232_RockwellStd-Condensed_fs_50_n_Layer 2,13,1,[13],13
7234_GillSansNova-Medium_fs_50_p_Layer 2,13,2,"[8, 5]",8
7233_RockwellStd-Condensed_fs_50_o_Layer 2,11,2,"[8, 3]",8
7235_GillSansNova-Medium_fs_50_q_Layer 2,13,2,"[8, 5]",8
7234_RockwellStd-Condensed_fs_50_p_Layer 2,12,2,"[8, 4]",8
7237_GillSansNova-Medium_fs_50_s_Layer 2,14,1,[14],14
7235_RockwellStd-Condensed_fs_50_q_Layer 2,15,2,"[11, 4]",11
7236_RockwellStd-Condensed_fs_50_r_Layer 2,10,1,[10],10
7236_GillSansNova-Medium_fs_50_r_Layer 2,8,1,[8],8
7239_GillSansNova-Medium_fs_50_u_Layer 2,14,1,[14],14
7237_RockwellStd-Condensed_fs_50_s_Layer 2,17,1,[17],17
7238_GillSansNova-Medium_fs_50_t_Layer 2,11,1,[11],11
7238_RockwellStd-Condensed_fs_50_t_Layer 2,14,1,[14],14
7239_RockwellStd-Condensed_fs_50_u_Layer 2,12,1,[12],12
723_AGaramondPro-SemiboldItalic_fs_50_o_Layer 2,8,2,"[5, 3]",5
7240_GillSansNova-Medium_fs_50_v_Layer 2,8,1,[8],8
7240_RockwellStd-Condensed_fs_50_v_Layer 2,11,1,[11],11
723_Arial Black_fs_50_o_Layer 2,13,2,"[5, 8]",8
7241_GillSansNova-Medium_fs_50_w_Layer 2,15,1,[15],15
7241_RockwellStd-Condensed_fs_50_w_Layer 2,16,1,[16],16
7242_RockwellStd-Condensed_fs_50_x_Layer 2,17,1,[17],17
7242_GillSansNova-Medium_fs_50_x_Layer 2,10,1,[10],10
7243_GillSansNova-Medium_fs_50_y_Layer 2,10,1,[10],10
7243_RockwellStd-Condensed_fs_50_y_Layer 2,13,1,[13],13
7244_GillSansNova-Medium_fs_50_z_Layer 2,9,1,[9],9
7244_RockwellStd-Condensed_fs_50_z_Layer 2,12,1,[12],12
7245_RockwellStd-Condensed_fs_50_0_Layer 2,12,2,"[8, 4]",8
7245_GillSansNova-Medium_fs_50_0_Layer 2,16,2,"[8, 8]",8
7246_GillSansNova-Medium_fs_50_1_Layer 2,7,1,[7],7
7247_GillSansNova-Medium_fs_50_2_Layer 2,14,1,[14],14
7246_RockwellStd-Condensed_fs_50_1_Layer 2,12,1,[12],12
7248_GillSansNova-Medium_fs_50_3_Layer 2,17,1,[17],17
7247_RockwellStd-Condensed_fs_50_2_Layer 2,17,1,[17],17
7248_RockwellStd-Condensed_fs_50_3_Layer 2,16,1,[16],16
7249_GillSansNova-Medium_fs_50_4_Layer 2,17,2,"[13, 4]",13
7249_RockwellStd-Condensed_fs_50_4_Layer 2,17,2,"[12, 5]",12
724_AGaramondPro-SemiboldItalic_fs_50_p_Layer 2,19,2,"[14, 5]",14
724_Arial Black_fs_50_p_Layer 2,15,2,"[10, 5]",10
7250_GillSansNova-Medium_fs_50_5_Layer 2,15,1,[15],15
7251_GillSansNova-Medium_fs_50_6_Layer 2,15,2,"[10, 5]",10
7250_RockwellStd-Condensed_fs_50_5_Layer 2,20,1,[20],20
7251_RockwellStd-Condensed_fs_50_6_Layer 2,20,2,"[15, 5]",15
7252_GillSansNova-Medium_fs_50_7_Layer 2,7,1,[7],7
7252_RockwellStd-Condensed_fs_50_7_Layer 2,13,1,[13],13
7254_GillSansNova-Medium_fs_50_9_Layer 2,15,2,"[10, 5]",10
7253_GillSansNova-Medium_fs_50_8_Layer 2,18,3,"[8, 5, 5]",8
7253_RockwellStd-Condensed_fs_50_8_Layer 2,16,3,"[9, 3, 4]",9
7254_RockwellStd-Condensed_fs_50_9_Layer 2,22,2,"[16, 6]",16
7255_RockwellStd-ExtraBold_fs_50_A_Layer 2,20,2,"[15, 5]",15
7256_GillSansNova-MediumItalic_fs_50_B_Layer 2,19,3,"[8, 5, 6]",8
7255_GillSansNova-MediumItalic_fs_50_A_Layer 2,14,2,"[9, 5]",9
7256_RockwellStd-ExtraBold_fs_50_B_Layer 2,24,3,"[14, 5, 5]",14
7257_RockwellStd-ExtraBold_fs_50_C_Layer 2,15,1,[15],15
7257_GillSansNova-MediumItalic_fs_50_C_Layer 2,9,1,[9],9
7258_GillSansNova-MediumItalic_fs_50_D_Layer 2,11,2,"[6, 5]",6
7258_RockwellStd-ExtraBold_fs_50_D_Layer 2,14,2,"[10, 4]",10
7259_GillSansNova-MediumItalic_fs_50_E_Layer 2,13,1,[13],13
725_AGaramondPro-SemiboldItalic_fs_50_q_Layer 2,18,2,"[15, 3]",15
7259_RockwellStd-ExtraBold_fs_50_E_Layer 2,19,1,[19],19
7260_GillSansNova-MediumItalic_fs_50_F_Layer 2,11,1,[11],11
725_Arial Black_fs_50_q_Layer 2,18,2,"[10, 8]",10
7261_GillSansNova-MediumItalic_fs_50_G_Layer 2,14,1,[14],14
7260_RockwellStd-ExtraBold_fs_50_F_Layer 2,18,1,[18],18
7261_RockwellStd-ExtraBold_fs_50_G_Layer 2,14,1,[14],14
7262_GillSansNova-MediumItalic_fs_50_H_Layer 2,13,1,[13],13
7263_GillSansNova-MediumItalic_fs_50_I_Layer 2,5,1,[5],5
7262_RockwellStd-ExtraBold_fs_50_H_Layer 2,21,1,[21],21
7263_RockwellStd-ExtraBold_fs_50_I_Layer 2,14,1,[14],14
7264_GillSansNova-MediumItalic_fs_50_J_Layer 2,9,1,[9],9
7264_RockwellStd-ExtraBold_fs_50_J_Layer 2,11,1,[11],11
7265_GillSansNova-MediumItalic_fs_50_K_Layer 2,13,1,[13],13
7265_RockwellStd-ExtraBold_fs_50_K_Layer 2,24,2,"[11, 13]",13
7266_GillSansNova-MediumItalic_fs_50_L_Layer 2,7,1,[7],7
7266_RockwellStd-ExtraBold_fs_50_L_Layer 2,16,1,[16],16
7268_GillSansNova-MediumItalic_fs_50_N_Layer 2,12,1,[12],12
7267_GillSansNova-MediumItalic_fs_50_M_Layer 2,18,1,[18],18
7267_RockwellStd-ExtraBold_fs_50_M_Layer 2,27,1,[27],27
7268_RockwellStd-ExtraBold_fs_50_N_Layer 2,20,1,[20],20
7269_GillSansNova-MediumItalic_fs_50_O_Layer 2,16,2,"[7, 9]",9
726_Arial Black_fs_50_r_Layer 2,8,1,[8],8
7269_RockwellStd-ExtraBold_fs_50_O_Layer 2,13,2,"[5, 8]",8
726_AGaramondPro-SemiboldItalic_fs_50_r_Layer 2,15,1,[15],15
7270_GillSansNova-MediumItalic_fs_50_P_Layer 2,10,2,"[6, 4]",6
7270_RockwellStd-ExtraBold_fs_50_P_Layer 2,22,2,"[17, 5]",17
7271_RockwellStd-ExtraBold_fs_50_Q_Layer 2,20,2,"[12, 8]",12
7271_GillSansNova-MediumItalic_fs_50_Q_Layer 2,20,2,"[11, 9]",11
7272_GillSansNova-MediumItalic_fs_50_R_Layer 2,16,2,"[11, 5]",11
7272_RockwellStd-ExtraBold_fs_50_R_Layer 2,24,2,"[19, 5]",19
7273_GillSansNova-MediumItalic_fs_50_S_Layer 2,20,1,[20],20
7273_RockwellStd-ExtraBold_fs_50_S_Layer 2,20,1,[20],20
7274_GillSansNova-MediumItalic_fs_50_T_Layer 2,9,1,[9],9
7274_RockwellStd-ExtraBold_fs_50_T_Layer 2,17,1,[17],17
7275_GillSansNova-MediumItalic_fs_50_U_Layer 2,14,1,[14],14
7275_RockwellStd-ExtraBold_fs_50_U_Layer 2,18,1,[18],18
7277_GillSansNova-MediumItalic_fs_50_W_Layer 2,16,1,[16],16
7276_RockwellStd-ExtraBold_fs_50_V_Layer 2,15,1,[15],15
7276_GillSansNova-MediumItalic_fs_50_V_Layer 2,8,1,[8],8
7277_RockwellStd-ExtraBold_fs_50_W_Layer 2,24,1,[24],24
7278_RockwellStd-ExtraBold_fs_50_X_Layer 2,21,1,[21],21
7278_GillSansNova-MediumItalic_fs_50_X_Layer 2,13,1,[13],13
727_AGaramondPro-SemiboldItalic_fs_50_s_Layer 2,11,1,[11],11
7279_GillSansNova-MediumItalic_fs_50_Y_Layer 2,13,1,[13],13
7279_RockwellStd-ExtraBold_fs_50_Y_Layer 2,17,1,[17],17
727_Arial Black_fs_50_s_Layer 2,19,1,[19],19
7280_RockwellStd-ExtraBold_fs_50_Z_Layer 2,15,1,[15],15
7280_GillSansNova-MediumItalic_fs_50_Z_Layer 2,9,1,[9],9
7281_RockwellStd-ExtraBold_fs_50_a_Layer 2,21,2,"[16, 5]",16
7282_GillSansNova-MediumItalic_fs_50_b_Layer 2,14,2,"[9, 5]",9
7281_GillSansNova-MediumItalic_fs_50_a_Layer 2,12,2,"[7, 5]",7
7282_RockwellStd-ExtraBold_fs_50_b_Layer 2,18,2,"[13, 5]",13
7283_GillSansNova-MediumItalic_fs_50_c_Layer 2,9,1,[9],9
7284_RockwellStd-ExtraBold_fs_50_d_Layer 2,19,2,"[14, 5]",14
7284_GillSansNova-MediumItalic_fs_50_d_Layer 2,14,2,"[9, 5]",9
7283_RockwellStd-ExtraBold_fs_50_c_Layer 2,12,1,[12],12
7285_GillSansNova-MediumItalic_fs_50_e_Layer 2,12,2,"[8, 4]",8
7286_GillSansNova-MediumItalic_fs_50_f_Layer 2,13,1,[13],13
7285_RockwellStd-ExtraBold_fs_50_e_Layer 2,14,2,"[10, 4]",10
7286_RockwellStd-ExtraBold_fs_50_f_Layer 2,16,1,[16],16
7287_RockwellStd-ExtraBold_fs_50_g_Layer 2,19,2,"[14, 5]",14
7287_GillSansNova-MediumItalic_fs_50_g_Layer 2,23,3,"[13, 5, 5]",13
7288_GillSansNova-MediumItalic_fs_50_h_Layer 2,15,1,[15],15
7288_RockwellStd-ExtraBold_fs_50_h_Layer 2,20,1,[20],20
7289_GillSansNova-MediumItalic_fs_50_i_Layer 2,10,2,"[5, 5]",5
7289_RockwellStd-ExtraBold_fs_50_i_Layer 2,16,2,"[7, 9]",9
728_AGaramondPro-SemiboldItalic_fs_50_t_Layer 2,12,1,[12],12
728_Arial Black_fs_50_t_Layer 2,17,1,[17],17
7290_RockwellStd-ExtraBold_fs_50_j_Layer 2,17,2,"[7, 10]",10
7290_GillSansNova-MediumItalic_fs_50_j_Layer 2,13,2,"[5, 8]",8
7291_RockwellStd-ExtraBold_fs_50_k_Layer 2,18,1,[18],18
7291_GillSansNova-MediumItalic_fs_50_k_Layer 2,11,1,[11],11
7292_GillSansNova-MediumItalic_fs_50_l_Layer 2,5,1,[5],5
7292_RockwellStd-ExtraBold_fs_50_l_Layer 2,11,1,[11],11
