,id,total_len,nb_groups,len_groups,max_len_group
29414,13522_Layer 4,12,2,"[8, 4]",8
29415,13523_Layer 10,12,1,[12],12
29416,13523_Layer 11,18,2,"[10, 8]",10
29417,13523_Layer 12,14,1,[14],14
29418,13523_Layer 15,8,1,[8],8
29419,13523_Layer 2,8,1,[8],8
29420,13523_Layer 3,6,1,[6],6
29421,13523_Layer 13,14,1,[14],14
29422,13523_Layer 4,6,1,[6],6
29424,13523_Layer 6,8,1,[8],8
29425,13523_Layer 5,12,1,[12],12
29426,13523_Layer 7,14,1,[14],14
29427,13523_Layer 8,14,1,[14],14
29428,13525_Layer 10,12,1,[12],12
29429,13525_Layer 2,6,1,[6],6
29430,13525_Layer 3,6,1,[6],6
29431,13523_Layer 9,10,1,[10],10
29432,13525_Layer 4,12,1,[12],12
29433,13525_Layer 5,12,1,[12],12
29434,13525_Layer 7,18,2,"[10, 8]",10
29435,13525_Layer 6,14,1,[14],14
29436,13525_Layer 8,20,2,"[10, 10]",10
29437,13525_Layer 9,12,1,[12],12
29438,13527_Layer 10,18,1,[18],18
29439,13527_Layer 11,14,1,[14],14
29440,13527_Layer 12,16,2,"[10, 6]",10
29441,13527_Layer 13,18,2,"[12, 6]",12
29442,13527_Layer 14,16,1,[16],16
29443,13527_Layer 18,6,1,[6],6
29444,13527_Layer 15,20,1,[20],20
29445,13527_Layer 17,8,1,[8],8
29446,13527_Layer 2,6,1,[6],6
29447,13527_Layer 19,8,1,[8],8
29448,13527_Layer 20,10,1,[10],10
29449,13527_Layer 16,20,1,[20],20
29450,13527_Layer 21,10,1,[10],10
29451,13527_Layer 22,8,1,[8],8
29452,13527_Layer 24,8,1,[8],8
29453,13527_Layer 23,12,1,[12],12
29454,13527_Layer 27,8,1,[8],8
29455,13527_Layer 25,16,1,[16],16
29456,13527_Layer 26,12,1,[12],12
29457,13527_Layer 28,10,1,[10],10
29458,13527_Layer 3,8,1,[8],8
29459,13527_Layer 29,10,1,[10],10
29460,13527_Layer 30,16,1,[16],16
29461,13527_Layer 31,18,1,[18],18
29462,13527_Layer 32,14,1,[14],14
29463,13527_Layer 33,14,2,"[8, 6]",8
29464,13527_Layer 36,10,1,[10],10
29465,13527_Layer 4,10,1,[10],10
29466,13527_Layer 34,18,2,"[12, 6]",12
29467,13527_Layer 5,10,1,[10],10
29469,13527_Layer 6,12,1,[12],12
29470,13527_Layer 7,6,1,[6],6
29471,13529_Layer 10,12,1,[12],12
29472,13527_Layer 8,10,1,[10],10
29473,13529_Layer 11,8,1,[8],8
29474,13529_Layer 12,12,1,[12],12
29475,13529_Layer 13,8,1,[8],8
29476,13527_Layer 9,18,1,[18],18
29477,13529_Layer 14,12,1,[12],12
29478,13529_Layer 17,10,1,[10],10
29479,13529_Layer 15,14,1,[14],14
29480,13529_Layer 16,12,1,[12],12
29481,13529_Layer 2,8,1,[8],8
29482,13529_Layer 18,10,1,[10],10
29483,13529_Layer 19,10,1,[10],10
29484,13529_Layer 20,22,1,[22],22
29485,13529_Layer 21,16,1,[16],16
29486,13529_Layer 22,10,1,[10],10
29487,13529_Layer 23,20,2,"[10, 10]",10
29488,13529_Layer 24,8,2,"[4, 4]",4
29489,13529_Layer 25,18,2,"[10, 8]",10
29490,13529_Layer 26,12,1,[12],12
29491,13529_Layer 28,18,2,"[12, 6]",12
29492,13529_Layer 27,12,1,[12],12
29493,13529_Layer 3,6,1,[6],6
29494,13529_Layer 29,20,2,"[12, 8]",12
29495,13529_Layer 31,16,2,"[10, 6]",10
29496,13529_Layer 30,16,2,"[10, 6]",10
29497,13529_Layer 32,16,2,"[10, 6]",10
29498,13529_Layer 35,20,1,[20],20
29499,13529_Layer 33,16,2,"[8, 8]",8
29500,13529_Layer 38,8,1,[8],8
29501,13529_Layer 34,15,1,[15],15
29502,13529_Layer 39,10,1,[10],10
29503,13529_Layer 36,14,2,"[8, 6]",8
29504,13529_Layer 37,14,2,"[8, 6]",8
29505,13529_Layer 4,8,1,[8],8
29506,13529_Layer 40,10,1,[10],10
29507,13529_Layer 43,8,1,[8],8
29508,13529_Layer 41,10,1,[10],10
29509,13529_Layer 42,10,1,[10],10
29510,13529_Layer 44,12,1,[12],12
29511,13529_Layer 46,10,1,[10],10
29512,13529_Layer 45,8,1,[8],8
29513,13529_Layer 47,8,1,[8],8
29514,13529_Layer 48,8,1,[8],8
29515,13529_Layer 49,8,1,[8],8
29516,13529_Layer 5,10,1,[10],10
29517,13529_Layer 50,12,1,[12],12
29518,13529_Layer 52,10,1,[10],10
29519,13529_Layer 51,16,1,[16],16
29520,13529_Layer 53,8,1,[8],8
29521,13529_Layer 54,14,1,[14],14
29522,13529_Layer 56,16,1,[16],16
29523,13529_Layer 57,16,2,"[8, 8]",8
29524,13529_Layer 55,14,1,[14],14
29525,13529_Layer 58,16,2,"[10, 6]",10
29526,13529_Layer 6,6,1,[6],6
29527,13529_Layer 60,16,1,[16],16
29528,13529_Layer 59,14,1,[14],14
29529,13529_Layer 7,8,1,[8],8
29530,13529_Layer 61,20,1,[20],20
29531,13529_Layer 8,8,1,[8],8
29532,13529_Layer 9,12,1,[12],12
29533,13529_Layer 62,20,1,[20],20
29534,1352_Layer 4,10,1,[10],10
29535,1352_Layer 2,16,1,[16],16
29536,1352_Layer 3,14,2,"[8, 6]",8
29537,1352_Layer 5,12,1,[12],12
29538,13530_Layer 2,12,1,[12],12
29539,13530_Layer 3,14,1,[14],14
29540,13530_Layer 5,8,1,[8],8
29541,13530_Layer 4,18,2,"[8, 10]",10
29542,13530_Layer 6,14,2,"[10, 4]",10
29543,13531_Layer 2,8,1,[8],8
29544,13531_Layer 11,14,2,"[6, 8]",8
29545,13531_Layer 10,13,2,"[5, 8]",8
29546,13531_Layer 3,16,1,[16],16
29547,13531_Layer 4,8,1,[8],8
29548,13531_Layer 6,24,2,"[16, 8]",16
29549,13531_Layer 5,16,1,[16],16
29550,13531_Layer 7,16,2,"[10, 6]",10
29551,13531_Layer 8,14,2,"[8, 6]",8
29552,13532_Layer 2,10,1,[10],10
29553,13532_Layer 5,8,1,[8],8
29554,13533_Layer 2,6,1,[6],6
29555,13531_Layer 9,24,1,[24],24
29556,13532_Layer 3,14,1,[14],14
29557,13532_Layer 4,18,2,"[12, 6]",12
29558,13533_Layer 5,8,1,[8],8
29559,13533_Layer 3,16,1,[16],16
29560,13533_Layer 4,20,2,"[12, 8]",12
29561,13533_Layer 6,20,1,[20],20
29562,13534_Layer 2,12,1,[12],12
29563,13534_Layer 3,10,1,[10],10
29564,13534_Layer 4,14,1,[14],14
29565,13534_Layer 6,14,1,[14],14
29566,13534_Layer 5,22,2,"[10, 12]",12
29567,13534_Layer 7,12,2,"[6, 6]",6
29568,13535_Layer 10,16,1,[16],16
29569,13535_Layer 2,6,1,[6],6
29570,13535_Layer 12,10,2,"[4, 6]",6
29571,13535_Layer 11,20,1,[20],20
29572,13535_Layer 3,12,1,[12],12
29573,13535_Layer 4,16,1,[16],16
29574,13535_Layer 5,12,1,[12],12
29575,13535_Layer 13,23,1,[23],23
29576,13535_Layer 6,16,1,[16],16
29577,13535_Layer 7,14,1,[14],14
29578,13536_Layer 10,10,1,[10],10
29579,13536_Layer 2,6,1,[6],6
29580,13536_Layer 3,6,1,[6],6
29581,13535_Layer 9,24,2,"[16, 8]",16
29582,13535_Layer 8,8,2,"[4, 4]",4
29583,13536_Layer 4,10,1,[10],10
29584,13536_Layer 5,10,1,[10],10
29585,13536_Layer 6,16,1,[16],16
29586,13536_Layer 7,20,2,"[14, 6]",14
29587,13537_Layer 2,10,1,[10],10
29588,13536_Layer 8,16,2,"[10, 6]",10
29589,13536_Layer 9,11,2,"[7, 4]",7
29590,13537_Layer 5,8,1,[8],8
29591,13537_Layer 6,10,1,[10],10
29592,13537_Layer 3,14,1,[14],14
29593,13537_Layer 4,16,2,"[10, 6]",10
29594,13537_Layer 7,12,1,[12],12
29595,13538_Layer 3,8,2,"[4, 4]",4
29596,13537_Layer 8,16,2,"[12, 4]",12
29597,13538_Layer 4,10,1,[10],10
29598,13538_Layer 2,10,1,[10],10
29599,13539_Layer 2,6,1,[6],6
29600,13538_Layer 5,18,2,"[10, 8]",10
29601,13538_Layer 6,14,2,"[8, 6]",8
29602,13539_Layer 3,16,1,[16],16
29603,13538_Layer 7,13,2,"[9, 4]",9
29604,13539_Layer 4,12,1,[12],12
29605,13539_Layer 5,20,2,"[12, 8]",12
29606,13539_Layer 6,16,1,[16],16
29607,13540_Layer 2,10,1,[10],10
29608,13540_Layer 3,12,1,[12],12
29609,13542_Layer 2,14,1,[14],14
29610,13542_Layer 4,16,2,"[10, 6]",10
29611,13542_Layer 3,20,2,"[12, 8]",12
29612,13544_Layer 11,8,1,[8],8
29613,13544_Layer 12,6,1,[6],6
29614,13544_Layer 10,16,2,"[10, 6]",10
29615,13544_Layer 13,6,1,[6],6
29616,13542_Layer 5,18,2,"[12, 6]",12
29618,13544_Layer 14,8,1,[8],8
29619,13544_Layer 15,14,1,[14],14
29620,13544_Layer 16,14,1,[14],14
29621,13544_Layer 3,8,1,[8],8
29622,13544_Layer 17,14,1,[14],14
29623,13544_Layer 2,12,1,[12],12
29624,13544_Layer 18,12,1,[12],12
29625,13544_Layer 5,14,1,[14],14
29626,13544_Layer 4,8,1,[8],8
29627,13544_Layer 6,16,2,"[10, 6]",10
29628,13544_Layer 7,16,1,[16],16
29629,13545_Layer 2,6,1,[6],6
29630,13544_Layer 8,18,2,"[10, 8]",10
29631,13544_Layer 9,18,2,"[10, 8]",10
29632,13545_Layer 4,14,1,[14],14
29633,13545_Layer 3,12,1,[12],12
29634,13545_Layer 5,20,2,"[12, 8]",12
29635,13545_Layer 8,10,1,[10],10
29636,13545_Layer 6,18,2,"[12, 6]",12
29637,13545_Layer 9,8,1,[8],8
29638,13546_Layer 2,12,1,[12],12
29639,13545_Layer 7,22,1,[22],22
29640,13546_Layer 5,10,1,[10],10
29641,13546_Layer 3,13,1,[13],13
29642,13546_Layer 6,8,1,[8],8
29643,13546_Layer 7,12,1,[12],12
29644,13546_Layer 4,20,2,"[12, 8]",12
29645,13548_Layer 2,12,1,[12],12
29646,13548_Layer 3,12,1,[12],12
29647,13549_Layer 10,10,1,[10],10
29648,13548_Layer 4,10,1,[10],10
29649,13549_Layer 2,6,1,[6],6
29650,13548_Layer 5,10,2,"[6, 4]",6
29651,13549_Layer 6,8,1,[8],8
29652,13549_Layer 3,9,1,[9],9
29653,13549_Layer 7,8,1,[8],8
29654,13549_Layer 4,16,2,"[10, 6]",10
29655,13549_Layer 5,22,1,[22],22
29656,13549_Layer 8,8,1,[8],8
29657,13549_Layer 9,6,1,[6],6
29658,1354_Layer 2,12,1,[12],12
29659,1354_Layer 6,6,1,[6],6
29660,1354_Layer 3,12,2,"[4, 8]",8
29661,1354_Layer 7,6,1,[6],6
29662,1354_Layer 8,16,1,[16],16
29663,1354_Layer 9,8,1,[8],8
29664,1354_Layer 5,12,2,"[4, 8]",8
29665,13551_Layer 2,8,1,[8],8
29666,1354_Layer 4,9,1,[9],9
29667,13551_Layer 3,12,1,[12],12
29668,13551_Layer 4,16,2,"[10, 6]",10
29669,13553_Layer 2,6,1,[6],6
29670,13553_Layer 10,14,1,[14],14
29671,13553_Layer 3,6,1,[6],6
29672,13553_Layer 11,14,1,[14],14
29673,13553_Layer 5,16,1,[16],16
29674,13553_Layer 4,16,1,[16],16
29675,13553_Layer 6,24,1,[24],24
29676,13553_Layer 12,18,1,[18],18
29677,13553_Layer 7,14,1,[14],14
29678,13554_Layer 2,10,1,[10],10
29679,13553_Layer 8,14,1,[14],14
29680,13553_Layer 9,14,1,[14],14
29681,13554_Layer 3,10,1,[10],10
29682,13554_Layer 7,8,1,[8],8
29683,13554_Layer 4,12,1,[12],12
29684,13554_Layer 6,20,2,"[10, 10]",10
29685,13554_Layer 5,18,2,"[10, 8]",10
29686,13555_Layer 10,12,1,[12],12
29687,13555_Layer 2,6,1,[6],6
29688,13555_Layer 3,6,1,[6],6
29689,13555_Layer 4,8,1,[8],8
29690,13555_Layer 11,18,2,"[12, 6]",12
29691,13555_Layer 5,8,1,[8],8
29692,13555_Layer 12,18,1,[18],18
29693,13555_Layer 6,14,1,[14],14
29694,13555_Layer 7,13,1,[13],13
29695,13556_Layer 2,6,1,[6],6
29696,13556_Layer 3,6,1,[6],6
29697,13555_Layer 8,12,1,[12],12
29698,13556_Layer 4,8,1,[8],8
29699,13555_Layer 9,16,1,[16],16
29700,13557_Layer 2,10,1,[10],10
29701,13556_Layer 5,24,2,"[14, 10]",14
29702,13556_Layer 6,16,2,"[8, 8]",8
29703,13558_Layer 2,10,1,[10],10
29704,13556_Layer 7,13,2,"[7, 6]",7
29705,13557_Layer 3,12,1,[12],12
29706,13557_Layer 4,20,2,"[10, 10]",10
29707,13558_Layer 3,10,1,[10],10
29708,13558_Layer 4,12,1,[12],12
29709,13558_Layer 5,18,2,"[10, 8]",10
29710,13558_Layer 8,16,1,[16],16
29711,13558_Layer 6,22,2,"[16, 6]",16
29712,13558_Layer 7,18,1,[18],18
29713,13558_Layer 9,12,1,[12],12
29714,13559_Layer 2,8,1,[8],8
29715,13559_Layer 5,8,1,[8],8
29716,13559_Layer 3,16,2,"[10, 6]",10
29717,13559_Layer 4,14,2,"[10, 4]",10
29718,13559_Layer 6,22,2,"[14, 8]",14
29719,13561_Layer 2,6,1,[6],6
29720,13561_Layer 3,14,1,[14],14
29721,13561_Layer 5,8,2,"[4, 4]",4
29722,13561_Layer 4,12,1,[12],12
29723,13562_Layer 10,16,2,"[10, 6]",10
29724,13562_Layer 11,20,2,"[14, 6]",14
29725,13562_Layer 15,10,1,[10],10
29726,13562_Layer 12,22,1,[22],22
29727,13562_Layer 14,12,2,"[4, 8]",8
29728,13562_Layer 13,16,2,"[12, 4]",12
29729,13562_Layer 17,10,1,[10],10
29730,13562_Layer 16,12,1,[12],12
29731,13562_Layer 18,6,1,[6],6
29732,13562_Layer 2,6,1,[6],6
29733,13562_Layer 21,8,1,[8],8
29734,13562_Layer 19,10,1,[10],10
29735,13562_Layer 20,12,1,[12],12
29736,13562_Layer 22,10,1,[10],10
29737,13562_Layer 26,6,1,[6],6
29738,13562_Layer 24,12,1,[12],12
29739,13562_Layer 23,14,1,[14],14
29740,13562_Layer 25,12,1,[12],12
29741,13562_Layer 3,8,1,[8],8
29742,13562_Layer 27,20,2,"[10, 10]",10
29743,13562_Layer 28,16,1,[16],16
29744,13562_Layer 4,6,1,[6],6
29745,13562_Layer 29,14,1,[14],14
29746,13562_Layer 5,8,1,[8],8
29747,13562_Layer 6,12,1,[12],12
29748,13562_Layer 7,12,1,[12],12
29749,13562_Layer 8,12,1,[12],12
29750,13562_Layer 9,10,2,"[6, 4]",6
29751,13564_Layer 2,10,1,[10],10
29752,13564_Layer 10,16,1,[16],16
29753,13564_Layer 11,16,1,[16],16
29754,13564_Layer 3,10,1,[10],10
29755,13564_Layer 4,12,1,[12],12
29756,13564_Layer 6,12,1,[12],12
29757,13564_Layer 5,22,1,[22],22
29758,13564_Layer 7,14,1,[14],14
29759,13565_Layer 2,12,1,[12],12
29760,13564_Layer 9,14,1,[14],14
29761,13564_Layer 8,12,1,[12],12
29762,13565_Layer 3,14,2,"[10, 4]",10
29763,13566_Layer 2,6,1,[6],6
29764,13566_Layer 3,22,2,"[14, 8]",14
29765,13567_Layer 10,18,2,"[10, 8]",10
29766,13567_Layer 14,8,1,[8],8
29767,13567_Layer 11,18,2,"[10, 8]",10
29768,13567_Layer 2,6,1,[6],6
29769,13567_Layer 15,8,1,[8],8
29770,13567_Layer 12,16,2,"[12, 4]",12
29771,13567_Layer 13,18,2,"[12, 6]",12
29772,13567_Layer 3,6,1,[6],6
29773,13567_Layer 5,14,1,[14],14
29774,13567_Layer 4,8,1,[8],8
29775,13567_Layer 6,16,1,[16],16
29776,13567_Layer 7,12,1,[12],12
29777,13567_Layer 8,10,1,[10],10
29778,13569_Layer 3,8,1,[8],8
29779,13569_Layer 2,12,1,[12],12
29780,13567_Layer 9,13,2,"[5, 8]",8
29781,13569_Layer 5,18,2,"[12, 6]",12
29782,13569_Layer 4,12,1,[12],12
29783,13569_Layer 7,16,2,"[12, 4]",12
29784,13569_Layer 6,20,2,"[12, 8]",12
29785,13569_Layer 8,20,2,"[14, 6]",14
29786,1356_Layer 2,22,1,[22],22
29787,1356_Layer 3,12,1,[12],12
29788,1356_Layer 4,10,1,[10],10
29789,1356_Layer 5,8,1,[8],8
29790,13570_Layer 2,22,1,[22],22
29791,13570_Layer 3,12,1,[12],12
29792,13570_Layer 4,12,1,[12],12
29793,13570_Layer 6,12,1,[12],12
29794,13571_Layer 2,16,1,[16],16
29795,13571_Layer 3,12,1,[12],12
29797,13571_Layer 4,10,2,"[6, 4]",6
29798,13571_Layer 7,8,1,[8],8
29799,13573_Layer 2,8,1,[8],8
29800,13571_Layer 5,16,2,"[12, 4]",12
29801,13573_Layer 10,16,1,[16],16
29802,13571_Layer 6,18,2,"[14, 4]",14
29803,13573_Layer 3,16,1,[16],16
29804,13573_Layer 4,14,1,[14],14
29805,13573_Layer 5,20,2,"[12, 8]",12
29806,13573_Layer 8,8,1,[8],8
29807,13573_Layer 6,18,2,"[8, 10]",10
29808,13573_Layer 9,10,1,[10],10
29809,13573_Layer 7,12,1,[12],12
29810,13575_Layer 2,22,1,[22],22
29811,13575_Layer 3,18,2,"[12, 6]",12
29812,13575_Layer 4,16,1,[16],16
29813,13577_Layer 2,6,1,[6],6
29814,13577_Layer 3,8,1,[8],8
29815,13575_Layer 5,26,1,[26],26
29816,13577_Layer 4,8,1,[8],8
29817,13577_Layer 10,18,1,[18],18
29818,13577_Layer 6,10,1,[10],10
29819,13577_Layer 5,16,1,[16],16
29820,13577_Layer 7,22,2,"[12, 10]",12
29821,13577_Layer 8,16,2,"[8, 8]",8
29822,13578_Layer 4,8,1,[8],8
29823,13578_Layer 3,16,2,"[10, 6]",10
29824,13577_Layer 9,22,2,"[18, 4]",18
29825,13578_Layer 2,18,2,"[10, 8]",10
29826,1357_Layer 2,14,1,[14],14
29827,1357_Layer 3,18,2,"[10, 8]",10
29828,1357_Layer 4,14,1,[14],14
29829,13581_Layer 2,6,1,[6],6
29830,13581_Layer 3,6,1,[6],6
29831,13581_Layer 10,22,2,"[16, 6]",16
29832,13581_Layer 4,6,1,[6],6
29833,13581_Layer 11,20,2,"[14, 6]",14
29834,13581_Layer 5,18,1,[18],18
29835,13581_Layer 12,23,1,[23],23
29836,13581_Layer 6,10,1,[10],10
29837,13581_Layer 7,16,1,[16],16
29838,13581_Layer 8,16,2,"[8, 8]",8
29839,13582_Layer 2,14,1,[14],14
29840,13582_Layer 4,6,1,[6],6
29841,13581_Layer 9,10,2,"[4, 6]",6
29842,13582_Layer 3,18,2,"[12, 6]",12
29843,13586_Layer 10,14,2,"[6, 8]",8
29844,13586_Layer 11,12,1,[12],12
29845,13586_Layer 13,12,2,"[6, 6]",6
29846,13586_Layer 14,10,1,[10],10
29847,13586_Layer 12,14,1,[14],14
29848,13586_Layer 2,8,1,[8],8
29849,13586_Layer 15,16,1,[16],16
29850,13586_Layer 4,6,1,[6],6
29851,13586_Layer 3,12,1,[12],12
29852,13586_Layer 6,22,1,[22],22
29853,13586_Layer 5,16,1,[16],16
29854,13586_Layer 8,18,2,"[12, 6]",12
29855,13586_Layer 7,22,1,[22],22
29856,13586_Layer 9,20,1,[20],20
29857,13591_Layer 4,14,1,[14],14
29858,13591_Layer 2,20,2,"[14, 6]",14
29859,13591_Layer 3,12,2,"[8, 4]",8
29860,13592_Layer 2,10,1,[10],10
29861,13592_Layer 3,16,1,[16],16
29862,13592_Layer 4,12,2,"[4, 8]",8
29863,13593_Layer 2,18,2,"[12, 6]",12
29864,13593_Layer 4,8,1,[8],8
29865,13593_Layer 3,16,2,"[10, 6]",10
29866,13597_Layer 2,12,1,[12],12
29867,13597_Layer 4,10,1,[10],10
29868,13597_Layer 3,14,1,[14],14
29869,13597_Layer 5,14,1,[14],14
29870,13597_Layer 6,20,1,[20],20
29873,13598_Layer 10,16,1,[16],16
29874,13598_Layer 11,6,1,[6],6
29876,13598_Layer 12,20,1,[20],20
29877,13598_Layer 14,10,1,[10],10
29878,13598_Layer 15,10,1,[10],10
29879,13598_Layer 16,10,1,[10],10
29880,13598_Layer 17,20,1,[20],20
29883,13598_Layer 2,14,1,[14],14
29884,13598_Layer 20,13,1,[13],13
29886,13598_Layer 3,8,1,[8],8
29887,13598_Layer 4,8,1,[8],8
29888,13598_Layer 5,12,1,[12],12
29889,13598_Layer 6,10,1,[10],10
29890,13598_Layer 7,8,1,[8],8
29892,13598_Layer 8,10,1,[10],10
29893,13599_Layer 2,14,1,[14],14
29894,13598_Layer 9,20,1,[20],20
29895,13599_Layer 3,8,1,[8],8
29896,13599_Layer 4,14,1,[14],14
29897,13599_Layer 5,18,1,[18],18
29898,13599_Layer 7,10,1,[10],10
29899,13599_Layer 6,16,1,[16],16
29900,13599_Layer 8,16,1,[16],16
29901,1359_Layer 10,14,1,[14],14
29902,1359_Layer 11,14,2,"[8, 6]",8
29903,1359_Layer 12,14,1,[14],14
29904,1359_Layer 13,16,1,[16],16
29905,1359_Layer 14,18,1,[18],18
29906,1359_Layer 15,20,2,"[12, 8]",12
29907,1359_Layer 16,10,1,[10],10
29908,1359_Layer 17,24,1,[24],24
29909,1359_Layer 18,22,1,[22],22
29910,1359_Layer 2,8,1,[8],8
29911,1359_Layer 19,24,2,"[16, 8]",16
29912,1359_Layer 3,6,1,[6],6
29914,1359_Layer 4,10,1,[10],10
29915,1359_Layer 5,6,1,[6],6
29916,1359_Layer 6,16,1,[16],16
29917,1359_Layer 7,18,1,[18],18
29918,1359_Layer 8,14,1,[14],14
29919,135_Layer 2,6,1,[6],6
29920,1359_Layer 9,12,1,[12],12
29921,135_Layer 4,16,2,"[10, 6]",10
29922,135_Layer 5,6,1,[6],6
29923,135_Layer 3,16,1,[16],16
29924,13600_Layer 2,10,1,[10],10
29925,13600_Layer 3,12,1,[12],12
29926,13600_Layer 4,16,1,[16],16
29927,13600_Layer 6,10,1,[10],10
29928,13600_Layer 5,24,1,[24],24
29929,13600_Layer 7,18,1,[18],18
29930,13601_Layer 10,10,1,[10],10
29931,13601_Layer 2,8,1,[8],8
29932,13601_Layer 11,10,1,[10],10
29933,13601_Layer 3,8,1,[8],8
29934,13601_Layer 4,14,1,[14],14
29935,13601_Layer 5,9,1,[9],9
29936,13601_Layer 6,18,1,[18],18
29937,13601_Layer 8,8,1,[8],8
29938,13601_Layer 9,12,1,[12],12
29939,13604_Layer 10,14,1,[14],14
29940,13604_Layer 11,8,1,[8],8
29941,13604_Layer 12,10,1,[10],10
29942,13601_Layer 7,9,1,[9],9
29943,13604_Layer 13,10,1,[10],10
29944,13604_Layer 15,12,1,[12],12
29945,13604_Layer 14,16,1,[16],16
29946,13604_Layer 16,12,1,[12],12
29947,13604_Layer 17,10,1,[10],10
29948,13604_Layer 18,8,1,[8],8
29949,13604_Layer 19,10,1,[10],10
29950,13604_Layer 2,12,1,[12],12
29951,13604_Layer 20,10,1,[10],10
29952,13604_Layer 21,18,1,[18],18
29953,13604_Layer 23,14,1,[14],14
29954,13604_Layer 22,24,1,[24],24
29955,13604_Layer 24,16,1,[16],16
29956,13604_Layer 26,14,1,[14],14
29957,13604_Layer 25,20,1,[20],20
29958,13604_Layer 27,18,1,[18],18
29959,13604_Layer 3,10,1,[10],10
29960,13604_Layer 29,16,1,[16],16
29961,13604_Layer 28,20,2,"[10, 10]",10
29962,13604_Layer 30,18,1,[18],18
29963,13604_Layer 31,14,1,[14],14
29964,13604_Layer 32,22,2,"[14, 8]",14
29965,13604_Layer 33,22,1,[22],22
29966,13604_Layer 34,18,1,[18],18
29967,13604_Layer 35,22,1,[22],22
29968,13604_Layer 36,22,1,[22],22
29969,13604_Layer 37,18,1,[18],18
29970,13604_Layer 39,8,1,[8],8
29971,13604_Layer 38,20,1,[20],20
29972,13604_Layer 4,14,1,[14],14
29973,13604_Layer 40,18,1,[18],18
29974,13604_Layer 42,12,1,[12],12
29975,13604_Layer 41,22,1,[22],22
29977,13604_Layer 44,8,1,[8],8
29978,13604_Layer 43,20,2,"[12, 8]",12
29979,13604_Layer 45,16,1,[16],16
29980,13604_Layer 46,22,1,[22],22
29981,13604_Layer 48,18,1,[18],18
29982,13604_Layer 47,20,1,[20],20
29983,13604_Layer 5,8,1,[8],8
29984,13604_Layer 49,14,1,[14],14
29985,13604_Layer 50,22,1,[22],22
29986,13604_Layer 52,14,2,"[8, 6]",8
29987,13604_Layer 51,24,2,"[14, 10]",14
29989,13604_Layer 55,27,1,[27],27
29990,13604_Layer 54,21,1,[21],21
29991,13604_Layer 56,15,1,[15],15
29992,13604_Layer 6,14,1,[14],14
29993,13604_Layer 57,22,1,[22],22
29994,13604_Layer 61,8,1,[8],8
29995,13604_Layer 62,18,1,[18],18
29996,13604_Layer 7,14,1,[14],14
29997,13604_Layer 8,14,1,[14],14
29998,13604_Layer 9,14,1,[14],14
29999,13605_Layer 2,12,1,[12],12
30000,13605_Layer 3,16,1,[16],16
30001,13604_Layer 58,27,1,[27],27
30002,13605_Layer 5,12,1,[12],12
30003,13605_Layer 4,26,1,[26],26
30004,13605_Layer 6,16,1,[16],16
30005,13606_Layer 2,12,1,[12],12
30006,13606_Layer 3,20,1,[20],20
30007,13606_Layer 5,8,1,[8],8
30008,13606_Layer 4,22,1,[22],22
30009,13607_Layer 2,10,1,[10],10
30010,13606_Layer 6,18,2,"[10, 8]",10
30011,13607_Layer 3,12,1,[12],12
30013,13607_Layer 4,24,1,[24],24
30014,13607_Layer 5,22,1,[22],22
30015,13607_Layer 8,8,1,[8],8
30016,13607_Layer 7,22,1,[22],22
30017,13607_Layer 6,24,1,[24],24
30019,13608_Layer 2,12,1,[12],12
30020,13608_Layer 6,8,1,[8],8
30021,13608_Layer 3,20,1,[20],20
30022,13608_Layer 5,14,1,[14],14
30023,13608_Layer 4,20,1,[20],20
30024,1360_Layer 2,12,1,[12],12
30025,1360_Layer 4,6,1,[6],6
30026,13608_Layer 7,20,2,"[10, 10]",10
30027,1360_Layer 3,10,1,[10],10
30028,13610_Layer 11,8,1,[8],8
30029,13610_Layer 2,8,1,[8],8
30030,13610_Layer 3,10,1,[10],10
30031,13610_Layer 12,22,1,[22],22
30033,13610_Layer 6,10,1,[10],10
30034,13610_Layer 5,12,1,[12],12
30035,13610_Layer 7,18,2,"[10, 8]",10
30037,13610_Layer 9,20,1,[20],20
30038,13611_Layer 12,12,1,[12],12
30040,13611_Layer 13,8,1,[8],8
30041,13611_Layer 10,14,1,[14],14
30042,13611_Layer 14,6,1,[6],6
30043,13611_Layer 15,6,1,[6],6
30044,13611_Layer 16,8,1,[8],8
30045,13611_Layer 17,10,1,[10],10
30046,13611_Layer 19,12,1,[12],12
30047,13611_Layer 18,14,1,[14],14
30048,13611_Layer 2,8,1,[8],8
30049,13611_Layer 20,10,1,[10],10
30050,13611_Layer 21,8,1,[8],8
30051,13611_Layer 22,8,1,[8],8
30052,13611_Layer 24,8,1,[8],8
30053,13611_Layer 23,14,1,[14],14
30054,13611_Layer 25,10,1,[10],10
30055,13611_Layer 26,14,1,[14],14
30056,13611_Layer 27,12,1,[12],12
30057,13611_Layer 28,16,1,[16],16
30059,13611_Layer 29,14,1,[14],14
30060,13611_Layer 3,16,1,[16],16
30061,13611_Layer 30,14,1,[14],14
30062,13611_Layer 4,18,1,[18],18
30063,13611_Layer 31,24,1,[24],24
30064,13611_Layer 6,16,1,[16],16
30065,13611_Layer 5,22,1,[22],22
30066,13612_Layer 10,6,1,[6],6
30067,13612_Layer 11,8,1,[8],8
30068,13611_Layer 7,13,1,[13],13
